"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN201...A.Prefeitura.cobra.pelos.serviços.de.coleta.regular..transporte.e.destinação.final.de.RSU..Antigo.campo.GE012...Sim.Não.","FN202...Forma.adotada..Antigo.campo.GE013.","FN203...Descrição.da.outra.forma.adotada..Antigo.campo.DESC_OUT_FORM_COBR.","FN204...Unidade.adotada.para.a.cobrança..no.caso.de.tarifa.","FN205...A.prefeitura.cobra.pela.prestação.de.serviços.especiais.ou.eventuais.de.manejo.de.RSU...Antigo.campo.GE014...Sim.Não.","FN206...Despesas.dos.agentes.públicos.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO132...R..ano.","FN207...Despesa.com.agentes.privados.para.execução.do.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO011...R..ano.","FN208...Despesa.total.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO009...R..ano.","FN209...Despesa.com.agentes.públicos.com.a.coleta.de.RSS..Antigo.campo.RS032...R..ano.","FN210...Despesa.com.empresas.contratadas.para.coleta.de.RSS..Antigo.campo.RS033...R..ano.","FN211...Despesa.total.com.a.coleta.de.RSS..Antigo.campo.RS035...R..ano.","FN212...Despesa.dos.agentes.públicos.com.o.serviço.de.varrição..Antigo.campo.VA037...R..ano.","FN213...Despesa.com.empresas.contratadas.para.o.serviço.de.varrição..Antigo.campo.VA019...R..ano.","FN214...Despesa.total.com.o.serviço.de.varrição..Antigo.campo.VA017...R..ano.","FN215...Despesa.com.agentes.públicos.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE043...R..ano.","FN216...Despesa.com.agentes.privados.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE044...R..ano.","FN217...Despesa.total.com.todos.os.agentes.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE046...R..ano.","FN218...Despesa.dos.agentes.públicos.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE023...R..ano.","FN219...Despesa.com.agentes.privados.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE009...R..ano.","FN220...Despesa.total.com.serviços.de.manejo.de.RSU..Antigo.campo.GE007...R..ano.","FN221...Receita.orçada.com.a.cobrança.de.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE005...R..ano.","FN222...Receita.arrecadada.com.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE006...R..ano.","FN223...Despesa.Corrente.da.Prefeitura.durante.o.ano.com.TODOS.os.serviços.do.município..saúde..educação..pagamento.de.pessoal..etc...Antigo.campo.GE010...R..ano.","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..x","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..y","FN225...Valor.repassado..Antigo.campo.GE026...R..ano.","FN226...Tipo.de.recurso..Antigo.campo.GE028."
"291125","Gavião","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291125","Gavião","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291125","Gavião","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água; Res Sólidos","Não","","","","Não","111960","0","111960","7464","0","7464","167940","0","167940","1816","0","1816","289180","0","289180",,,"18246000","Não","Não",,""
"291130","Gentio do Ouro","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos","Não","","","","Não","0","292272","292272","0","40000","40000","0","434908","434908","0","76000","76000","0","843180","843180",,,"24803675.15","Não","Não",,""
"291130","Gentio do Ouro","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água; Res Sólidos","Não","","","","Não","150320",,"150320","15000",,"15000","180240",,"180240","40000",,"40000","385560","0","385560","0","0","13045214","Não","Não",,""
"291130","Gentio do Ouro","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,"17586000","Não","Não",,""
"291130","Gentio do Ouro","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água; Res Sólidos","Não","","","","Não","176430",,,"20000",,,"130000",,,"0",,,"326430","0","326430","0","0",,"Não","Não",,""
"291130","Gentio do Ouro","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"291130","Gentio do Ouro","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2015","[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos","Não","","","","Não","511341.12",,,,,,,,,,,,,,"511341.12",,,"2.6e+07","","",,""
"291140","Glória","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2013","[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos","Não","","","","Não","139000","0","139000","0","0","0","0","0","0","0","0","0","139000","0","139000",,,"1.8e+07","Não","Não",,""
"291140","Glória","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2014","[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos","Não","","","","Não","139000","0","139000","0","0","0","0","0","0","0","0","0","139000","0","139000",,,"1.8e+07","Não","Não",,""
"291140","Glória","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","2012","[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Água e Esgoto; Água; Res Sólidos","Não","","","","Não","0","139000","139000","0","0","0","0","0","0","0","0","0","0","139000","139000",,,"1.8e+07","Não","Não",,""
"291140","Glória","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291140","Glória","BA","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG","Água; Res Sólidos","Não","","","","Não","5000","5000","10000","5000","5000","10000","5000","5000","10000","0","0","0","15000","15000","30000",,,"2450000","","",,""
"291165","Guajeru","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291165","Guajeru","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG","Água; Res Sólidos","Não","","","","Não","0","0","0","0","0","0","128520","0","128520","0","0","0","128520","0","128520","0","0","9927460.01","Não","Não",,""
"291165","Guajeru","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos","Não","","","","Não","0","508732.8","508732.8","0","316800","316800","0","999324","999324","0","2163403.08","2163403.08","0","3988259.88","3988259.88",,,"131951674.88","Não","Não",,""
"291170","Guanambi","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos","Não","","","","Não","0","500985.6","500985.6","0","316800","316800","0","1044000","1044000","0","1932000","1932000","0","3793785.6","3793785.6",,,,"Não","Não",,""
"291170","Guanambi","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos","Não","","","","Não","0","468834.72","468834.72","0","168000","168000","0","906988.8","906988.8","0","1885451.4","1885451.4","0","3429274.92","3429274.92",,,,"Não","Não",,""
"291170","Guanambi","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos","Não","","","","Não","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1843128","Não","Não",,""
"291170","Guanambi","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"Não","Não",,""
"291170","Guanambi","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291170","Guanambi","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29118540] PREFEITURA MUNICIPAL DE HELIÓPOLIS - PMH","Água; Res Sólidos","Não","","","","Não","111600","0","111600","55800","0","55800","167400","0","167400","111600","0","111600","446400","0","446400",,,"1.5e+07","Não","Não",,""
"291185","Heliópolis","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291185","Heliópolis","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2009","[29119011] Prefeitura Municipal de Iaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29119040] Prefeitura Municipal de Iaçu - PMI","Esgoto; Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"1957061.37","0","1957061.37","0","0","28373482.83","Não","Não",,""
"291190","Iaçu","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29119040] Prefeitura Municipal de Iaçu - PMI","Água; Res Sólidos","Não","","","","Não","5e+05","0","5e+05","50000","0","50000","3300000","0","3300000","150000","0","150000","4e+06","0","4e+06",,,"41475340.83","Não","Não",,""
"291190","Iaçu","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291190","Iaçu","BA","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29120040] Prefeitura Municipal de Ibiassucê - PMI","Água; Res Sólidos","Não","","","","Não","2790",,"2790",,,,"16740",,"16740","5115",,"5115","295740","0","295740",,,"10474148.49","Não","Não",,""
"291200","Ibiassucê","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"291200","Ibiassucê","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
