"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
"290660","Candiba","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29066040] Prefeitura Municipal de Candiba - BA","Água; Res Sólidos","Atende integralmente","15","187","25158","3652","0","2058","8",,,"0",,,"3360","3360","0","0","420","420","1260","348","0","336",
"290660","Candiba","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29066040] Prefeitura Municipal de Candiba - BA","Água; Res Sólidos","Atende parcialmente","14",,,"246","0","237","1",,,"2600",,,"120","240","365","3650","37",,,"246","0","240",
"290660","Candiba","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290660","Candiba","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29066040] Prefeitura Municipal de Candiba - BA","Água; Res Sólidos","Atende integralmente","40","461","75980","3652","0","2058","8",,,"0",,,"3360","3360","0","0","738","738","2214","348","0","336",
"290660","Candiba","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290660","Candiba","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290660","Candiba","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290660","Candiba","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290660","Candiba","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29066040] Prefeitura Municipal de Candiba - BA","Água; Res Sólidos","Atende parcialmente","0","0","0","263","12","245","17",,,,,,"120","240","365","3650","120","19","15","359","0","252",
"290660","Candiba","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29066040] Prefeitura Municipal de Candiba - BA","Água; Res Sólidos","Atende integralmente","0","0","0","2072","7","241","10",,,"2448",,,"120","2065","365","1460","156","23","0.33","259","3","252",
"290660","Candiba","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290660","Candiba","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29066040] Prefeitura Municipal de Candiba - BA","Água; Res Sólidos","Atende parcialmente","5","35","3257","1715","16","365","1",,,"0",,,"372","372","0","0","134","107","1286.4","372","13","372",
"290670","Cândido Sales","BA","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","0","0","0","4070","22","3778","4",,,,,,"3610","3637",,,,,,"566","12","133",
"290670","Cândido Sales","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","3","15","5129","2130","2","223","5",,,,,,"2675","3181","365","3532","4642","3946",,"548","6","468",
"290670","Cândido Sales","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",,"1",,"4182","1","206","5",,,"0",,,"2857","3181","0","0","4644","3240",,"569","4","540",
"290670","Cândido Sales","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"2524","5","225","1",,,"0",,,"120","480",,,"5381","5354","16062","490","9","480",
"290670","Cândido Sales","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","12","72","4819","3218","7","536","23",,,"0",,,"2988","2988","0","0","4257","4236","12707","576","7","564",
"290670","Cândido Sales","BA","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","0","0","0","427","11","75","7",,,"4214",,,"120","444","365","5536",,,,"427","5","444",
"290670","Cândido Sales","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","4","2","4974","3519","4","286","7",,,,,,"3610","3637",,,,,,"565","7","444",
"290670","Cândido Sales","BA","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","1","24","5203","3547","3","403","16",,,"0",,,"3552","3552","0","0","1444","1437","17244","452","16","588",
"290670","Cândido Sales","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29067040] Prefeitura Municipal de Cândido Sales - PMCS","Água; Res Sólidos","Atende integralmente","0","0","0","3659","24","732","6",,,"0",,,"3480","3480","0","0","1214","1208","3624","547","6","516",
"290670","Cândido Sales","BA","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290670","Cândido Sales","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29067040] Prefeitura Municipal de Cândido Sales - PMCS","Água; Res Sólidos","Atende integralmente","3","31","16128","2626","0","2620","15",,,"0",,,"3480","3480","0","0","1693","1668","5004","459","1","428",
"290670","Cândido Sales","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","1","23","4430","519","5","268","0",,,,,,"120","120",,,"2373","2327",,"601","29","120",
"290680","Cansanção","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068040] Prefeitura Municipal de Cansanção - PMC","Água; Res Sólidos","Atende integralmente","14","15265","69184","610","0","593","7",,,"24897",,,"636","636","5","7750","5559","4950","14850","270","0","612",
"290680","Cansanção","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068040] Prefeitura Municipal de Cansanção - PMC","Água; Res Sólidos","Atende integralmente","10","221","54470","517","0","404","1",,,"27235",,,"505","505","5","235.58","5167","4318","12954","517","5","505",
"290680","Cansanção","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,"855","13","848","9",,,"4516",,,"300","1068","365","1095",,,,"855","42","1068",
"290680","Cansanção","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"891","0","891","4",,,,,,"425","857",,,"5777","5765","1614.2","621","7","588",
"290680","Cansanção","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","31","549","7489","552","0","552","2",,,"7489",,,"516","516","91","8736","4803","4502",,"552","2","516",
"290680","Cansanção","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","11","115","40230","609","7","575","3",,,"0",,,"43","43","0","0","6964","6738",,"67","7","43",
"290680","Cansanção","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"4110","8","4110","0",,,,,,"3720","4092",,,"65","65","924.18","606","4","588",
"290680","Cansanção","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290680","Cansanção","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"869","8","869","1",,,,,,"425","857",,,"4193","4191","1173","600","3","588",
"290680","Cansanção","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,"9368","9368","56208",,,,
"290682","Canudos","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068240] PREFEITURA MUNICIPAL DE CANUDOS - PMC","Água; Res Sólidos","Atende integralmente","4","41","13200","2126","14","2133","64",,,"0",,,"4092","4092","0","0","3769","3457","10371","404","0","408",
"290682","Canudos","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"3120","0","3120","2",,,,,,"3000","3132",,,"2501","2456","687.68","336","0","348",
"290682","Canudos","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","1","14","2770","2427","5","2427","2",,,"3480",,,"3000","3192","365","4380","2785","677",,,,,
"290682","Canudos","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068240] PREFEITURA MUNICIPAL DE CANUDOS - PMC","Água; Res Sólidos","Atende integralmente","36","326","120600","1474","0","1474","41",,,"0",,,"372","372","0","0","4796","4614","13842","377","0","372",
"290682","Canudos","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068240] PREFEITURA MUNICIPAL DE CANUDOS - PMC","Água; Res Sólidos","Atende parcialmente","0","0","0",,,,,,,"226920",,,,,,,"2130","2048",,,,,
"290682","Canudos","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"3101","0","3101","2",,,,,,"3000","3132",,,"513","501","140","317","0","348",
"290682","Canudos","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","0","0","0","259","0","94","24",,,"0",,,"3000","3096","0","0","2112","1818",,"259","2","312",
"290682","Canudos","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","0","0","0",,,,,,,"95328",,,,,"48","1152","4826","4826","992",,,,
"290682","Canudos","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,"217","0","217","0",,,,,,"120","240",,,,,,"217","0","240",
"290682","Canudos","BA","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,"3","1",,,,,
"290682","Canudos","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"3873","1","3836","0",,,,,,"3720","3840",,,,,,"333","0","3840",
"290682","Canudos","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290682","Canudos","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068240] PREFEITURA MUNICIPAL DE CANUDOS - PMC","Água; Res Sólidos","Atende parcialmente","4","41","3182","1330","1","1330","8",,,"0",,,"2880","2880","0","0","3014","2811",,"351","0","300",
"290682","Canudos","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,"239",,"82","51",,,,,,"161","161",,,,,,"339","4","161",
"290682","Canudos","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","6","32","1838","111","1","53","11",,,,,,"12","84",,,,,,,,,
"290685","Capela do Alto Alegre","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","2","17","1791","431","44","208","34",,,,,,"480","480","6",,,,,"238","28","480",
"290685","Capela do Alto Alegre","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente","12","175","34009","1522","0","1724","9",,,"0",,,"4812","4812","0","0","1137","1001","3003","380","14","336",
"290685","Capela do Alto Alegre","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","0","0","0","3163","14","263","1",,,"0",,,"270","3372","0","0","4910","3935","1160","752","25","588",
"290685","Capela do Alto Alegre","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","2","16","1810","484","20","397","14",,,"0",,,"3000","3000","0","0","2876","2592",,"398","43","216",
"290685","Capela do Alto Alegre","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,"573","18","573","19",,,"0",,,"360","492","0","0",,,,"473","5","492",
"290685","Capela do Alto Alegre","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","16","185","37392","345","1","335","5",,,"0",,,"4320","4320",,,"1349","1304",,"340","5",,
"290685","Capela do Alto Alegre","BA","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"290685","Capela do Alto Alegre","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"3009","1","3009","1",,,,,,"3000","3000",,,"48","39",,"225","5","216",
"290685","Capela do Alto Alegre","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","11","94",,"300","0","300","7",,,"5081",,,"120","276","2","17","0","0",,"3",,"276",
"290685","Capela do Alto Alegre","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","1","154","1394","3836","1","3836","0",,,,,,"3720","3816",,,,,,"332","7","312",
"290685","Capela do Alto Alegre","BA","2010","[29068511] Prefeitura Municipal de Capela do Alto Alegre - PMCAA; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068540] PREFEITURA MUNICIPAL DE CAPELA DO ALTO ALEGRE PMCAA - PMCAA","Esgoto; Água; Res Sólidos","Atende parcialmente","11","77","2851","3868","0","3868","2","48","48",,,,"3770","3914",,,"550","509","225","313","2","360",
"290685","Capela do Alto Alegre","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente","33","428","52626","1754","2","1754","1",,,"0",,,"4528","4528","0","0","2804","2422","7266","333","8","304",
"290685","Capela do Alto Alegre","BA","2009","[29068511] Prefeitura Municipal de Capela do Alto Alegre - PMCAA; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068540] PREFEITURA MUNICIPAL DE CAPELA DO ALTO ALEGRE PMCAA - PMCAA","Esgoto; Água; Res Sólidos","Atende parcialmente",,,,"3891","1","3892","2","48","48",,,,"3860","3878",,,,"835","316.36","338","8","324",
"290685","Capela do Alto Alegre","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068540] PREFEITURA MUNICIPAL DE CAPELA DO ALTO ALEGRE PMCAA - PMCAA","Água; Res Sólidos","Atende parcialmente","10","178","3504","2065","0","900","28",,,"0",,,"4332","4332","0","0","1368","1296",,"361","1","348",
"290687","Capim Grosso","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,"988","45","988","35",,,"9115",,,"600","1008","0","7",,,,"990","25","1000",
"290687","Capim Grosso","BA","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende parcialmente","1","24","8230","3425","0","3425","2","2","12",,,,"3000","3408",,,"4923","4560","1277","641","4","624",
"290687","Capim Grosso","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068740] PREFEITURA MUNICIPAL DE CAPIM GROSSO - PMCG","Água e Esgoto; Res Sólidos","Atende integralmente","2","2345","18656","4732","3","4727","1",,,"0",,,"7344","7344","0","0","4899","3825","11475","1218","20","780",
"290687","Capim Grosso","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2004","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068740] PREFEITURA MUNICIPAL DE CAPIM GROSSO - PMCG","Água e Esgoto; Res Sólidos","Atende parcialmente","0","0","0","674","0","674","4","100","954","0",,,"674","674","0","0","7497","6517",,"674","1","588",
"290687","Capim Grosso","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende parcialmente","2","91","14574","3457","0","3456","2",,,,,,"3000","3408",,,"5682","5476","1550.8","673","12","624",
"290687","Capim Grosso","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,,"4137","2","4137","1",,,,,,"3720","4116",,,"68","68","727.65","633","8","612",
"290687","Capim Grosso","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","2","70","11024",,,,,,,"11024",,,,,"2","70","8421","8421","33684",,,,
"290687","Capim Grosso","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2015","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068740] PREFEITURA MUNICIPAL DE CAPIM GROSSO - PMCG","Água e Esgoto; Res Sólidos","Atende integralmente","4","46","43259","545","1","515","0",,,"0",,,"531","531","0","0","5307","4303","12909","545","1","531",
"290687","Capim Grosso","BA","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068740] PREFEITURA MUNICIPAL DE CAPIM GROSSO - PMCG","Água e Esgoto; Res Sólidos","Atende parcialmente","1","24",,"550","0","515","16","63","588",,,,"120","120",,,"12696","12336",,"605","3","120",
"290687","Capim Grosso","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"290687","Capim Grosso","BA","2011","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068740] PREFEITURA MUNICIPAL DE CAPIM GROSSO - PMCG","Água e Esgoto; Res Sólidos","Atende parcialmente","3","90","28473","606","3","606","17","156","3744","0",,,"55","55","0","0","8826","3555",,"66","3","55",
"290689","Caraíbas","BA","2008","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","2","0","710","4615","2","281","0",,,,,,"3610","3610",,,,,,"282","3","120",
"290689","Caraíbas","BA","2005","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","2001","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","1999","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","1998","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","2002","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","2000","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","2006","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","0","0","0",,,,,,,"794",,,,,"365","3018","194","104","147",,,,
"290689","Caraíbas","BA","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","2009","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente",,,"848","4189","0","206","0",,,"0",,,"3770","3770","0","0","1008","264",,"207","4","216",
"290689","Caraíbas","BA","2003","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"290689","Caraíbas","BA","2010","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","1","2","938","4591","0","234","0",,,,,,"3770","3770","365","1457","712","677",,"245","3","120",
"290689","Caraíbas","BA","2015","[29068911] Prefeitura Municipal de Caraíbas - PMC; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068940] PREFEITURA MUNICIPAL DE CARAIBAS - PMC","Esgoto; Água; Res Sólidos","Atende integralmente","10","153","2288","3172","0","247","0",,,"0",,,"3360","3360","0","0","472","461",,"238","8","216",
"290689","Caraíbas","BA","2013","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","0","0","0","3461","0","163","4",,,"0",,,"3180","3180","0","0","491","489","5868","184","8","216",
"290689","Caraíbas","BA","2014","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068940] PREFEITURA MUNICIPAL DE CARAIBAS - PMC","Água; Res Sólidos","Atende integralmente","2","85","1988","4435","0","175","12",,,"0",,,"3360","3360","0","0","183","133","399","215","4","216",
"290689","Caraíbas","BA","2007","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende parcialmente","0","0","0","3808","0","3775","5",,,,,,"3610","3610",,,,,,"304","1","106",
"290689","Caraíbas","BA","2012","[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29068940] PREFEITURA MUNICIPAL DE CARAIBAS - PMC","Água; Res Sólidos","Atende parcialmente","10","70","856","4344","0","195","3",,,"0",,,"3360","3360","0","0","305","303","910","199","2","216",
